#Subj:	10385
#Run:	1
#Age:	25
#Gender:	female
#29-Jul-2013
Func	Run	Trial	Block	Null	trialStartTime	Mag	ScoreInc	Freq	EV	RT	Emotion	Image
DEV	1	83	11	0	7.920996e+02	76	76	7.071589e-01	5.350950e+01	732	fear	fear_14.png
DEV	1	84	11	0	7.986920e+02	79	0	6.221733e-01	4.916186e+01	1111	fear	fear_15.png
IEV	1	85	10	0	8.725669e+02	21	21	8.825546e-01	1.818050e+01	756	happy	happy_19.png
IEV	1	86	10	0	8.790902e+02	31	31	8.196651e-01	2.519361e+01	1543	happy	happy_18.png
IEV	1	87	10	0	8.855310e+02	53	53	6.932043e-01	3.670915e+01	2417	happy	happy_12.png
IEV	1	88	10	0	8.938233e+02	73	0	6.060744e-01	4.417086e+01	2886	happy	happy_14.png
IEV	1	89	10	0	9.010971e+02	90	90	5.263837e-01	4.720983e+01	3281	happy	happy_17.png
IEV	1	90	10	0	9.080950e+02	94	0	5.172921e-01	4.868487e+01	3325	happy	happy_5.png
IEV	1	91	10	0	9.156084e+02	104	0	4.698349e-01	4.887014e+01	3553	happy	happy_8.png
IEV	1	92	10	0	9.216767e+02	21	21	8.978190e-01	1.896464e+01	268	happy	happy_13.png
IEV	1	93	10	0	9.295419e+02	87	0	5.352381e-01	4.677242e+01	3238	happy	happy_6.png
IEV	1	94	10	0	9.373437e+02	101	101	4.731771e-01	4.777256e+01	3537	happy	happy_15.png
IEV	1	95	10	0	9.451109e+02	110	110	4.535348e-01	5.004514e+01	3631	happy	happy_2.png
IEV	1	96	10	0	9.528947e+02	116	116	4.455940e-01	5.171582e+01	3669	happy	happy_7.png
IEV	1	97	10	0	9.604597e+02	109	109	4.495641e-01	4.886419e+01	3650	happy	happy_4.png
IEV	1	98	10	0	9.685294e+02	110	110	4.449672e-01	4.907023e+01	3672	happy	happy_10.png
IEV	1	99	10	0	9.764013e+02	110	0	4.493551e-01	4.932296e+01	3651	happy	happy_21.png
IEV	1	100	10	0	9.844367e+02	105	105	4.656562e-01	4.905764e+01	3573	happy	happy_20.png
IEV	1	101	10	0	9.926009e+02	115	0	4.516539e-01	5.193141e+01	3640	happy	happy_9.png
IEV	1	102	10	0	1.000827e+03	104	104	4.694171e-01	4.888897e+01	3555	happy	happy_16.png
IEV	1	103	10	0	1.008249e+03	101	101	4.767270e-01	4.808032e+01	3520	happy	happy_3.png
IEV	1	104	10	0	1.015401e+03	109	109	4.591778e-01	5.026321e+01	3604	happy	happy_11.png
IEV	1	105	10	0	1.023563e+03	112	0	4.501910e-01	5.063670e+01	3647	happy	happy_1.png
IEV	1	106	10	0	1.031073e+03	102	102	4.706706e-01	4.789109e+01	3549	happy	happy_21.png
IEV	1	107	10	0	1.039122e+03	107	107	4.589688e-01	4.889508e+01	3605	happy	happy_10.png
IEV	1	108	10	0	1.046659e+03	105	0	4.669100e-01	4.900157e+01	3567	happy	happy_8.png
IEV	1	109	10	0	1.051875e+03	16	16	8.844821e-01	1.432824e+01	715	happy	happy_1.png
IEV	1	110	10	0	1.059671e+03	106	106	4.767270e-01	5.046395e+01	3520	happy	happy_9.png
IEV	1	111	10	0	1.066750e+03	102	0	4.913278e-01	5.033445e+01	3450	happy	happy_11.png
IEV	1	112	10	0	1.074678e+03	107	0	4.639845e-01	4.959614e+01	3581	happy	happy_19.png
IEV	1	113	10	0	1.082154e+03	97	97	4.865339e-01	4.713016e+01	3473	happy	happy_2.png
